TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,ALO,Alpine,100.658,SOFT,Bahrain Grand Prix,2022,6.0,9.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,OCO,Alpine,100.558,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.611,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,ALB,Williams,101.708,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,102.447,SOFT,Bahrain Grand Prix,2022,6.0,6.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,101.003,SOFT,Bahrain Grand Prix,2022,6.0,9.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,101.461,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,HUL,Aston Martin,101.995,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,STR,Aston Martin,101.897,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,1,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,NOR,McLaren,101.658,MEDIUM,Bahrain Grand Prix,2022,6.0,6.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,LAT,Williams,102.945,SOFT,Bahrain Grand Prix,2022,6.0,6.0
6.0,1,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,RIC,McLaren,101.77,MEDIUM,Bahrain Grand Prix,2022,6.0,6.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,LEC,Ferrari,98.835,SOFT,Bahrain Grand Prix,2022,7.0,7.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,VER,Red Bull Racing,99.062,SOFT,Bahrain Grand Prix,2022,7.0,10.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,SAI,Ferrari,99.588,SOFT,Bahrain Grand Prix,2022,7.0,10.0
9.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,HAM,Mercedes,99.682,SOFT,Bahrain Grand Prix,2022,7.0,9.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,PER,Red Bull Racing,99.264,SOFT,Bahrain Grand Prix,2022,7.0,10.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,RUS,Mercedes,99.934,SOFT,Bahrain Grand Prix,2022,7.0,10.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,MAG,Haas F1 Team,100.555,SOFT,Bahrain Grand Prix,2022,7.0,7.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,GAS,AlphaTauri,100.433,SOFT,Bahrain Grand Prix,2022,7.0,10.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,ALO,Alpine,100.823,SOFT,Bahrain Grand Prix,2022,7.0,10.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,OCO,Alpine,100.782,SOFT,Bahrain Grand Prix,2022,7.0,7.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.754,SOFT,Bahrain Grand Prix,2022,7.0,7.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,ALB,Williams,101.561,SOFT,Bahrain Grand Prix,2022,7.0,7.0
10.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,101.287,SOFT,Bahrain Grand Prix,2022,7.0,10.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,102.512,SOFT,Bahrain Grand Prix,2022,7.0,7.0
7.0,0,0.12280701754385964,1.0,99.5,0,28.3,23.6,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,100.62,SOFT,Bahrain Grand Prix,2022,7.0,7.0
